Ref,Val,Package,PosX,PosY,Rot,Side
"JP1","SolderJumper_2_Open","DNP_0402_1005Metric",4.370000,26.760000,270.000000,bottom
"U3","SN74CBTD16211DGVR","Texas_TVSOP-56_4.4x11.3mm_P0.4mm",8.890000,15.390000,90.000000,bottom
"U6","APS6404L-3SQR-SN","SOP-8_3.9x4.9mm_P1.27mm",8.890000,8.360000,0.000000,bottom
